,unnamed: 0,customer,state,customer lifetime value,response,coverage,education,effective to date,employmentstatus,gender,income,location code,marital status,monthly premium auto,months since last claim,months since policy inception,number of open complaints,number of policies,policy type,policy,renew offer type,sales channel,total claim amount,vehicle class,vehicle size,vehicle type,month
6565,6565,TB77524,,8048.371634,,Basic,College,2011-01-20,Unemployed,F,0,Suburban,Single,116,24.0,90,0.0,9,Personal Auto,Personal L3,Offer2,Branch,1339.303486,SUV,Medsize,,1
6566,6566,JG21385,California,8715.945469,No,Extended,Bachelor,2011-02-25,Unemployed,M,0,Suburban,Single,84,33.0,20,0.0,2,Personal Auto,Personal L3,Offer3,Branch,604.8,Four-Door Car,Medsize,A,2
6567,6567,MW48891,Washington,8007.399376,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,0,Suburban,Divorced,112,12.0,93,0.0,3,Personal Auto,Personal L3,Offer1,Web,537.6,,,,1
6568,6568,VI12468,Oregon,35013.54166,No,Extended,Bachelor,2011-02-24,Unemployed,F,0,Urban,Married,133,1.0,85,0.0,2,Personal Auto,Personal L2,Offer2,Branch,532.747291,SUV,Medsize,,2
6569,6569,ML38237,California,8869.631143,No,Basic,High School or Below,2011-01-19,Unemployed,F,0,Suburban,Married,119,12.0,57,0.0,4,Corporate Auto,Corporate L1,Offer1,Agent,571.2,SUV,Medsize,A,1
6570,6570,KQ50003,Arizona,27890.0576,No,Extended,High School or Below,2011-02-11,Employed,F,46546,Urban,Divorced,99,9.0,64,0.0,2,Special Auto,Special L1,Offer1,Branch,319.105565,Four-Door Car,Medsize,A,2
6571,6571,WF50693,Oregon,4836.21886,No,Extended,High School or Below,2011-01-08,Disabled,M,16450,Suburban,Married,128,6.0,81,0.0,1,Corporate Auto,Corporate L3,Offer1,Branch,871.484565,SUV,Medsize,,1
6572,6572,VH94792,California,4433.694028,No,Basic,Bachelor,2011-01-21,Unemployed,F,0,Suburban,Single,65,7.0,22,0.0,6,Special Auto,Special L3,Offer2,Web,312.0,Four-Door Car,Medsize,A,1
6573,6573,LU37653,Oregon,10114.98621,No,Extended,College,2011-01-27,Employed,F,74001,Urban,Married,84,16.0,0,0.0,2,Corporate Auto,Corporate L3,Offer4,Call Center,224.265232,Four-Door Car,Medsize,,1
6574,6574,KC67431,California,10517.15638,No,Extended,College,2011-01-18,Employed,F,46707,Rural,Married,133,7.0,9,0.0,8,Personal Auto,Personal L2,Offer3,Branch,80.70505,Sports Car,Medsize,A,1
6575,6575,JV44724,Arizona,10255.80275,No,Basic,Bachelor,2011-01-23,Unemployed,M,0,Suburban,Single,102,17.0,77,0.0,2,Personal Auto,Personal L3,Offer1,Agent,734.4,Sports Car,Medsize,A,1
6576,6576,TX35222,Washington,11618.55713,No,Premium,College,2011-01-07,Employed,F,27750,Suburban,Married,297,28.0,25,1.0,1,Personal Auto,Personal L2,Offer1,Branch,1425.6,Luxury Car,Medsize,,1
6577,6577,VL58402,Washington,2580.849899,Yes,Basic,College,2011-02-09,Employed,M,46900,Suburban,Married,66,13.0,59,0.0,1,Personal Auto,Personal L2,Offer2,Web,316.8,Four-Door Car,Medsize,,2
6578,6578,GM16780,Oregon,36057.53702,No,Extended,College,2011-02-07,Employed,M,90330,Rural,Single,137,,86,,2,Corporate Auto,Corporate L3,Offer1,Call Center,192.085299,Sports Car,Medsize,A,2
6579,6579,LD76400,California,31316.61358,No,Extended,Bachelor,2011-01-31,Employed,F,42522,Suburban,Married,132,3.0,85,0.0,2,Corporate Auto,Corporate L1,Offer3,Agent,909.876614,SUV,Medsize,A,1
6580,6580,YV73432,Oregon,23187.14574,No,Basic,College,2011-02-02,Employed,M,58466,Suburban,Married,66,7.0,79,1.0,2,Personal Auto,Personal L3,Offer4,Branch,316.8,Two-Door Car,Medsize,A,2
6581,6581,PY57181,Oregon,9416.474669,No,Extended,College,2011-02-20,Unemployed,M,0,Suburban,Married,86,9.0,83,1.0,2,Personal Auto,Personal L3,Offer2,Call Center,412.8,Four-Door Car,Medsize,A,2
6582,6582,QQ39596,Arizona,2517.533581,No,Basic,College,2011-02-26,Unemployed,F,0,Rural,Married,69,2.0,71,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,42.096415,Four-Door Car,Medsize,,2
6583,6583,CR56473,Nevada,5252.511788,No,Basic,High School or Below,2011-01-22,Unemployed,M,0,Suburban,Single,74,,62,,3,Corporate Auto,Corporate L3,Offer1,Agent,532.8,Four-Door Car,Medsize,,1
6584,6584,QC93181,California,25464.82059,Yes,Extended,College,2011-02-01,Retired,F,13663,Suburban,Single,97,1.0,66,0.0,2,Corporate Auto,Corporate L1,Offer1,Branch,465.6,Four-Door Car,Small,,2
6585,6585,SQ60915,Arizona,3895.961837,No,Extended,High School or Below,2011-02-26,Employed,M,35970,Suburban,Divorced,98,29.0,81,0.0,1,Corporate Auto,Corporate L3,Offer3,Call Center,470.4,Four-Door Car,Large,,2
6586,6586,DU60004,Nevada,3560.628183,No,Extended,College,2011-01-26,Employed,F,76769,Rural,Married,88,6.0,91,0.0,1,Corporate Auto,Corporate L2,Offer2,Web,170.106831,Four-Door Car,Medsize,,1
6587,6587,LC87490,Arizona,2248.449633,Yes,Basic,Bachelor,2011-01-29,Retired,F,24910,Suburban,Single,63,7.0,63,1.0,1,Personal Auto,Personal L3,Offer1,Branch,347.857619,Four-Door Car,Medsize,A,1
6588,6588,YU35386,,5600.010179,,Basic,Bachelor,2011-02-15,Employed,F,63621,Suburban,Married,70,8.0,48,0.0,5,Personal Auto,Personal L3,Offer4,Call Center,444.620265,Four-Door Car,Medsize,,2
6589,6589,DR68556,Oregon,7857.357595,No,Basic,High School or Below,2011-01-13,Employed,M,85067,Urban,Married,65,34.0,51,0.0,2,Personal Auto,Personal L3,Offer2,Branch,256.242825,Four-Door Car,Medsize,A,1
6590,6590,FB23788,Oregon,8828.834957,No,Basic,High School or Below,2011-01-27,Employed,M,86721,Suburban,Divorced,111,33.0,10,0.0,3,Corporate Auto,Corporate L2,Offer4,Call Center,532.8,,,A,1
6591,6591,EA23961,California,5166.190278,No,Basic,College,2011-02-01,Employed,F,80797,Urban,Married,64,21.0,47,0.0,9,Personal Auto,Personal L1,Offer2,Web,300.940297,Four-Door Car,Small,A,2
6592,6592,RE36747,Nevada,3034.771777,No,Extended,High School or Below,2011-01-20,Medical Leave,M,17308,Suburban,Married,82,10.0,86,0.0,1,Personal Auto,Personal L2,Offer2,Branch,874.324338,Four-Door Car,Small,,1
6593,6593,IA67715,California,7720.155885,No,Basic,High School or Below,2011-02-26,Employed,F,67332,Suburban,Married,192,,10,,1,Personal Auto,Personal L2,Offer4,Branch,921.6,Luxury Car,Medsize,A,2
6594,6594,SR30440,California,8649.175023,No,Basic,College,2011-01-13,Employed,F,43383,Suburban,Married,109,7.0,60,0.0,8,Personal Auto,Personal L1,Offer3,Branch,757.593913,SUV,Medsize,,1
6595,6595,FF58467,Arizona,5090.781344,No,Basic,Master,2011-02-05,Employed,F,93018,Rural,Divorced,63,5.0,90,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,135.382194,Four-Door Car,Medsize,,2
6596,6596,VX85673,Arizona,4250.282624,Yes,Basic,High School or Below,2011-01-18,Unemployed,F,0,Suburban,Single,61,17.0,1,1.0,7,Personal Auto,Personal L3,Offer1,Agent,292.8,Four-Door Car,Small,A,1
6597,6597,RR37715,Oregon,8435.176463,No,Basic,Bachelor,2011-02-17,Employed,M,64692,Suburban,Married,70,17.0,80,0.0,2,Corporate Auto,Corporate L3,Offer1,Agent,336.0,Two-Door Car,Small,A,2
6598,6598,AA16582,Washington,24127.50402,Yes,Basic,Bachelor,2011-01-26,Medical Leave,M,14072,Suburban,Divorced,71,13.0,3,0.0,2,Personal Auto,Personal L2,Offer1,Agent,511.2,Four-Door Car,Medsize,A,1
6599,6599,MC73302,Oregon,5511.033294,No,Basic,Bachelor,2011-02-15,Employed,F,36267,Urban,Married,69,21.0,1,0.0,8,Personal Auto,Personal L1,Offer1,Agent,263.454037,Four-Door Car,Medsize,A,2
6600,6600,KG63751,Washington,6751.437153,No,Extended,High School or Below,2011-02-23,Unemployed,M,0,Suburban,Married,95,14.0,78,0.0,9,Personal Auto,Personal L3,Offer1,Agent,456.0,Four-Door Car,Small,,2
6601,6601,RO89785,Oregon,3508.569533,Yes,Extended,College,2011-01-05,Medical Leave,M,20978,Suburban,Married,98,19.0,96,1.0,1,Personal Auto,Personal L3,Offer2,Branch,1176.2788,Four-Door Car,Small,,1
6602,6602,VC70716,Arizona,9657.579498,Yes,Extended,High School or Below,2011-01-31,Unemployed,M,0,Suburban,Married,131,34.0,61,0.0,9,Corporate Auto,Corporate L3,Offer1,Agent,628.8,SUV,Medsize,,1
6603,6603,YL86561,Oregon,5141.976413,No,Basic,High School or Below,2011-02-22,Employed,M,60277,Rural,Married,65,32.0,19,0.0,7,Personal Auto,Personal L1,Offer3,Web,146.390518,Four-Door Car,Medsize,A,2
6604,6604,IJ50779,Washington,12298.6863,Yes,Basic,High School or Below,2011-02-20,Medical Leave,M,17101,Suburban,Single,113,1.0,88,0.0,2,Personal Auto,Personal L3,Offer1,Call Center,542.4,SUV,Medsize,,2
6605,6605,HI26883,California,6290.699249,No,Extended,Bachelor,2011-01-21,Unemployed,M,0,Suburban,Single,95,11.0,23,0.0,5,Personal Auto,Personal L2,Offer1,Branch,684.0,Two-Door Car,Medsize,,1
6606,6606,LT24477,California,8605.495006,No,Basic,High School or Below,2011-02-17,Employed,M,47589,Rural,Married,109,35.0,44,1.0,7,Personal Auto,Personal L2,Offer1,Agent,110.529874,SUV,Medsize,,2
6607,6607,VI14730,Oregon,8382.630118,Yes,Basic,High School or Below,2011-02-04,Retired,M,19683,Suburban,Married,117,17.0,41,1.0,9,Personal Auto,Personal L2,Offer1,Web,561.6,,,A,2
6608,6608,UQ13133,Nevada,2608.786334,No,Basic,Master,2011-02-11,Employed,M,61567,Rural,Married,65,35.0,78,0.0,1,Personal Auto,Personal L1,Offer4,Branch,39.532978,Four-Door Car,Small,,2
6609,6609,FX12602,Oregon,19927.63513,No,Basic,High School or Below,2011-01-30,Employed,M,51352,Rural,Divorced,66,21.0,87,3.0,2,Personal Auto,Personal L2,Offer1,Branch,95.661376,Four-Door Car,Medsize,,1
6610,6610,HZ47488,California,2860.747385,No,Basic,Doctor,2011-02-18,Employed,M,27907,Suburban,Divorced,74,3.0,38,1.0,1,Personal Auto,Personal L2,Offer3,Call Center,406.439436,Four-Door Car,Medsize,,2
6611,6611,FQ66070,California,8491.020256,No,Basic,College,2011-02-24,Employed,M,62076,Urban,Married,71,25.0,82,0.0,2,Personal Auto,Personal L2,Offer3,Branch,227.225113,Four-Door Car,Medsize,A,2
6612,6612,LQ31287,Oregon,6866.093807,No,Basic,College,2011-02-19,Unemployed,F,0,Rural,Divorced,64,18.0,59,0.0,2,Personal Auto,Personal L3,Offer1,Agent,40.44586,Two-Door Car,Medsize,,2
6613,6613,GB14456,Nevada,22337.1631,No,Extended,High School or Below,2011-02-13,Unemployed,M,0,Suburban,Single,130,9.0,43,0.0,2,Personal Auto,Personal L2,Offer1,Branch,1376.910777,SUV,Large,A,2
6614,6614,CS55808,California,9392.557553,No,Extended,College,2011-01-30,Unemployed,M,0,Suburban,Single,88,4.0,52,0.0,2,Personal Auto,Personal L3,Offer3,Branch,851.146266,Four-Door Car,Medsize,,1
6615,6615,BM45823,Oregon,3173.032243,No,Premium,College,2011-01-25,Unemployed,M,0,Suburban,Married,101,34.0,52,4.0,1,Personal Auto,Personal L3,Offer1,Call Center,484.8,Four-Door Car,Small,A,1
6616,6616,KK27683,Nevada,4013.849907,No,Basic,High School or Below,2011-01-04,Disabled,F,15413,Suburban,Married,106,4.0,67,0.0,1,Personal Auto,Personal L1,Offer2,Branch,508.8,SUV,Large,,1
6617,6617,YA14448,Arizona,5996.065073,No,Extended,College,2011-02-10,Unemployed,F,0,Suburban,Married,83,5.0,59,0.0,9,Personal Auto,Personal L2,Offer4,Branch,398.4,Four-Door Car,Medsize,A,2
6618,6618,UN39066,Washington,4389.279424,No,Basic,Bachelor,2011-02-06,Employed,M,26676,Suburban,Married,112,7.0,96,0.0,1,Personal Auto,Personal L3,Offer2,Agent,537.6,SUV,Large,,2
6619,6619,CM38959,California,8033.910862,No,Basic,College,2011-01-30,Employed,F,70311,Suburban,Married,66,18.0,15,0.0,2,Personal Auto,Personal L3,Offer1,Branch,341.395103,Two-Door Car,Medsize,A,1
6620,6620,RB49468,Oregon,7511.660568,No,Basic,Bachelor,2011-01-20,Unemployed,F,0,Suburban,Single,70,9.0,96,0.0,2,Personal Auto,Personal L3,Offer1,Branch,340.201412,,,,1
6621,6621,BB65725,California,8061.198798,No,Basic,College,2011-02-11,Employed,M,57293,Urban,Married,102,,87,,7,Corporate Auto,Corporate L3,Offer1,Agent,347.996042,,,,2
6622,6622,AM30008,California,14131.12134,No,Basic,High School or Below,2011-01-09,Employed,M,28327,Suburban,Single,185,,26,,3,Personal Auto,Personal L2,Offer4,Web,888.0,Luxury Car,Medsize,A,1
6623,6623,GN45013,Oregon,5385.853211,No,Basic,High School or Below,2011-02-06,Medical Leave,M,29664,Suburban,Married,71,1.0,69,0.0,3,Personal Auto,Personal L1,Offer1,Agent,340.8,Four-Door Car,Medsize,A,2
6624,6624,UH41125,Arizona,2227.072755,Yes,Basic,High School or Below,2011-01-05,Retired,M,27972,Suburban,Married,61,7.0,38,0.0,1,Personal Auto,Personal L3,Offer3,Web,292.8,Four-Door Car,Medsize,A,1
6625,6625,XA32915,Nevada,2199.73952,No,Basic,High School or Below,2011-02-15,Unemployed,M,0,Suburban,Single,64,21.0,5,0.0,1,Personal Auto,Personal L3,Offer4,Branch,685.456738,Two-Door Car,Small,A,2
6626,6626,OA89218,Nevada,11660.57298,No,Premium,College,2011-02-19,Employed,F,21506,Suburban,Divorced,151,11.0,42,0.0,4,Personal Auto,Personal L3,Offer2,Agent,826.658992,Sports Car,Medsize,,2
6627,6627,JE98863,Arizona,3910.697956,No,Extended,Bachelor,2011-02-18,Employed,F,58713,Suburban,Married,98,8.0,4,0.0,1,Special Auto,Special L1,Offer1,Agent,470.4,Four-Door Car,Small,A,2
6628,6628,SH44158,Oregon,2305.056048,No,Basic,Bachelor,2011-02-22,Unemployed,M,0,Suburban,Married,63,33.0,34,0.0,1,Special Auto,Special L3,Offer4,Call Center,327.685301,Four-Door Car,Large,,2
6629,6629,BV35683,Arizona,8256.2978,Yes,Basic,Bachelor,2011-01-25,Employed,F,62902,Rural,Married,69,14.0,94,0.0,2,Personal Auto,Personal L3,Offer2,Web,159.383042,Two-Door Car,Medsize,A,1
6630,6630,SZ16483,Arizona,4361.372941,No,Premium,High School or Below,2011-02-04,Employed,F,79583,Suburban,Married,109,12.0,76,2.0,1,Personal Auto,Personal L3,Offer1,Agent,523.2,Four-Door Car,Medsize,,2
6631,6631,MG53211,California,3237.923545,No,Extended,College,2011-01-08,Employed,F,60097,Urban,Single,82,11.0,62,0.0,1,Personal Auto,Personal L3,Offer3,Branch,278.735779,Four-Door Car,Medsize,,1
6632,6632,NU22358,Washington,5181.620895,Yes,Basic,Master,2011-02-03,Employed,F,97131,Suburban,Married,64,5.0,80,0.0,6,Special Auto,Special L2,Offer2,Agent,307.2,Four-Door Car,Small,,2
6633,6633,HS88081,California,6480.681366,No,Extended,High School or Below,2011-01-10,Employed,F,42846,Urban,Married,81,14.0,42,0.0,4,Corporate Auto,Corporate L1,Offer1,Branch,286.142521,Four-Door Car,Medsize,,1
6634,6634,QW17940,California,2700.985899,No,Basic,High School or Below,2011-01-29,Employed,M,79292,Rural,Married,67,18.0,58,0.0,1,Corporate Auto,Corporate L2,Offer2,Branch,55.394702,Four-Door Car,Medsize,,1
6635,6635,WO25669,Oregon,35692.17157,No,Basic,High School or Below,2011-01-05,Unemployed,F,0,Suburban,Married,102,10.0,90,0.0,2,Personal Auto,Personal L1,Offer1,Branch,1123.212014,SUV,Medsize,A,1
6636,6636,NH19236,Arizona,2357.503128,No,Basic,Master,2011-02-23,Unemployed,M,0,Urban,Married,64,25.0,80,0.0,1,Personal Auto,Personal L3,Offer2,Branch,199.791024,Four-Door Car,Medsize,A,2
6637,6637,KM18818,,2590.654042,,Basic,College,2011-02-21,Employed,F,25981,Rural,Married,65,33.0,38,0.0,1,Personal Auto,Personal L3,Offer1,Agent,77.54669,Two-Door Car,Large,A,2
6638,6638,VS19949,Nevada,2897.620704,No,Basic,Bachelor,2011-02-25,Employed,M,54337,Suburban,Married,72,27.0,7,0.0,1,Personal Auto,Personal L2,Offer3,Web,345.6,Four-Door Car,Medsize,,2
6639,6639,KY38074,California,13891.73567,No,Premium,Bachelor,2011-01-08,Employed,M,42305,Suburban,Married,117,10.0,62,0.0,2,Personal Auto,Personal L3,Offer1,Agent,561.6,Four-Door Car,Small,,1
6640,6640,BA97018,Arizona,6608.165971,No,Extended,High School or Below,2011-01-03,Medical Leave,M,21616,Suburban,Single,93,4.0,41,0.0,7,Personal Auto,Personal L1,Offer2,Web,944.854655,Two-Door Car,Medsize,A,1
6641,6641,EZ74530,Nevada,3074.105486,No,Basic,High School or Below,2011-01-08,Unemployed,M,0,Suburban,Single,104,25.0,33,3.0,1,Personal Auto,Personal L2,Offer1,Web,748.8,Sports Car,Medsize,,1
6642,6642,GB59748,Arizona,6207.171358,No,Extended,College,2011-01-02,Employed,F,49419,Urban,Married,77,3.0,34,0.0,4,Personal Auto,Personal L2,Offer2,Web,203.296071,Four-Door Car,Medsize,,1
6643,6643,MN61620,Arizona,9877.295699,No,Extended,College,2011-01-31,Employed,F,67752,Rural,Single,131,4.0,40,4.0,9,Personal Auto,Personal L2,Offer1,Web,168.517149,Sports Car,Small,A,1
6644,6644,RF72106,Washington,8415.644389,No,Basic,College,2011-02-13,Unemployed,M,0,Suburban,Single,62,8.0,98,0.0,2,Personal Auto,Personal L2,Offer1,Branch,446.4,Four-Door Car,Small,A,2
6645,6645,IN56924,California,5409.955926,No,Basic,High School or Below,2011-02-26,Unemployed,F,0,Suburban,Single,62,1.0,9,5.0,2,Personal Auto,Personal L3,Offer2,Agent,297.6,Four-Door Car,Medsize,,2
6646,6646,XB97091,Arizona,37243.63312,No,Basic,High School or Below,2011-02-18,Employed,F,53602,Urban,Married,115,15.0,60,0.0,2,Personal Auto,Personal L1,Offer1,Web,295.335363,Sports Car,Medsize,A,2
6647,6647,ZD42919,California,4483.839044,No,Basic,Master,2011-01-09,Employed,M,32983,Urban,Married,113,25.0,59,0.0,1,Personal Auto,Personal L1,Offer2,Call Center,466.81627,SUV,Medsize,A,1
6648,6648,BX94438,California,8470.036773,No,Basic,High School or Below,2011-01-07,Unemployed,F,0,Suburban,Married,113,34.0,5,0.0,8,Corporate Auto,Corporate L2,Offer1,Call Center,619.973889,SUV,Medsize,,1
6649,6649,SD96596,Washington,18544.30271,No,Extended,High School or Below,2011-01-05,Employed,F,34087,Urban,Single,235,12.0,49,0.0,6,Personal Auto,Personal L2,Offer1,Branch,889.518521,Luxury SUV,Medsize,,1
6650,6650,EA68909,California,2444.896824,No,Basic,Bachelor,2011-02-08,Employed,M,48473,Suburban,Single,63,1.0,73,0.0,1,Personal Auto,Personal L3,Offer2,Agent,302.4,Four-Door Car,Medsize,A,2
6651,6651,KL98495,Nevada,8487.238032,No,Basic,College,2011-01-05,Unemployed,M,0,Suburban,Married,74,7.0,93,0.0,2,Personal Auto,Personal L2,Offer1,Agent,426.655599,Two-Door Car,Medsize,A,1
6652,6652,IB82793,California,2129.063055,No,Basic,High School or Below,2011-01-11,Unemployed,M,0,Suburban,Divorced,61,13.0,81,1.0,1,Corporate Auto,Corporate L3,Offer1,Agent,292.8,,,A,1
6653,6653,GR90142,Oregon,3808.122147,Yes,Extended,College,2011-01-28,Employed,F,94903,Suburban,Married,94,3.0,38,0.0,1,Personal Auto,Personal L1,Offer2,Agent,451.2,Two-Door Car,Small,,1
6654,6654,CB15842,California,8207.702516,No,Basic,High School or Below,2011-02-16,Employed,M,40420,Suburban,Married,104,2.0,10,0.0,7,Special Auto,Special L3,Offer1,Agent,499.2,SUV,Medsize,A,2
6655,6655,WC34456,California,3985.398895,No,Extended,Bachelor,2011-01-14,Employed,F,77739,Urban,Married,98,31.0,61,0.0,1,Personal Auto,Personal L3,Offer2,Call Center,428.563553,Four-Door Car,Large,A,1
6656,6656,PQ19113,Washington,6837.536476,No,Premium,Bachelor,2011-02-10,Employed,F,90750,Urban,Married,170,30.0,47,0.0,1,Personal Auto,Personal L2,Offer4,Agent,746.0459,,,,2
6657,6657,XV53746,California,16484.01644,No,Basic,High School or Below,2011-02-21,Employed,F,91354,Suburban,Married,68,30.0,26,0.0,2,Special Auto,Special L2,Offer2,Agent,361.646987,Two-Door Car,Medsize,,2
6658,6658,SB44315,Arizona,3011.344686,No,Extended,College,2011-02-02,Employed,M,39010,Suburban,Married,78,27.0,99,2.0,1,Personal Auto,Personal L3,Offer1,Agent,374.4,Four-Door Car,Medsize,,2
6659,6659,SS13550,Nevada,6745.248379,No,Basic,High School or Below,2011-02-04,Unemployed,M,0,Suburban,Single,192,,27,,1,Personal Auto,Personal L3,Offer2,Call Center,1921.248929,Luxury SUV,Large,A,2
6660,6660,SW96063,Arizona,10479.89966,No,Extended,Bachelor,2011-02-23,Employed,F,78435,Urban,Divorced,130,11.0,19,0.0,4,Personal Auto,Personal L3,Offer1,Call Center,553.61131,SUV,Medsize,A,2
6661,6661,DD89544,Arizona,18704.85055,No,Extended,Bachelor,2011-01-10,Employed,M,64929,Suburban,Married,240,13.0,11,3.0,8,Corporate Auto,Corporate L1,Offer1,Agent,1261.672708,Luxury SUV,Medsize,,1
6662,6662,YJ24476,Nevada,4558.428807,No,Basic,Bachelor,2011-01-07,Medical Leave,F,14665,Suburban,Married,61,6.0,82,0.0,3,Personal Auto,Personal L3,Offer3,Call Center,292.8,Four-Door Car,Small,A,1
6663,6663,YY16391,Oregon,11836.29699,No,Premium,College,2011-02-03,Unemployed,M,0,Suburban,Single,119,9.0,74,0.0,2,Personal Auto,Personal L2,Offer3,Call Center,856.8,Four-Door Car,Medsize,,2
6664,6664,GA74551,Oregon,23594.6802,Yes,Basic,Bachelor,2011-01-31,Employed,M,76358,Rural,Married,66,25.0,3,0.0,2,Personal Auto,Personal L1,Offer3,Agent,86.461582,Four-Door Car,Medsize,,1
6665,6665,HH80006,Oregon,3300.684961,No,Extended,High School or Below,2011-02-15,Unemployed,F,0,Suburban,Single,92,3.0,9,0.0,1,Personal Auto,Personal L1,Offer1,Web,711.323244,Four-Door Car,Small,,2
6666,6666,WH41496,Washington,4821.986443,No,Extended,College,2011-02-01,Unemployed,M,0,Suburban,Married,136,28.0,87,0.0,1,Personal Auto,Personal L3,Offer2,Web,652.8,SUV,Large,A,2
6667,6667,JA44693,Oregon,7222.850848,No,Basic,College,2011-02-21,Unemployed,F,0,Suburban,Divorced,68,5.0,36,0.0,2,Personal Auto,Personal L3,Offer3,Branch,350.207614,Four-Door Car,Small,,2
6668,6668,OP62891,Oregon,2275.401583,No,Basic,High School or Below,2011-01-07,Unemployed,F,0,Suburban,Single,64,23.0,66,0.0,1,Personal Auto,Personal L2,Offer4,Agent,460.8,Two-Door Car,Medsize,,1
6669,6669,LJ88616,Arizona,9868.595441,No,Extended,High School or Below,2011-02-02,Unemployed,M,0,Suburban,Single,99,25.0,23,0.0,2,Personal Auto,Personal L1,Offer2,Agent,712.8,Four-Door Car,Medsize,,2
6670,6670,QC87108,Oregon,8769.266756,No,Basic,College,2011-01-19,Employed,F,49665,Suburban,Single,74,5.0,51,0.0,2,Personal Auto,Personal L3,Offer3,Web,355.2,Four-Door Car,Large,A,1
6671,6671,CC92362,California,8936.370357,No,Premium,Bachelor,2011-01-06,Disabled,M,18141,Suburban,Married,116,2.0,87,0.0,3,Personal Auto,Personal L3,Offer2,Call Center,722.404711,Four-Door Car,Small,A,1
6672,6672,ZM92052,Oregon,2613.023132,No,Basic,Bachelor,2011-02-23,Employed,M,57099,Rural,Single,67,20.0,37,0.0,1,Personal Auto,Personal L2,Offer3,Agent,67.859881,Two-Door Car,Small,A,2
6673,6673,GQ20713,Nevada,4834.710493,Yes,Basic,College,2011-01-31,Employed,F,38713,Suburban,Divorced,66,31.0,69,4.0,6,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,A,1
6674,6674,EK95340,,8355.512557,,Premium,Master,2011-02-11,Employed,M,49564,Suburban,Divorced,105,,29,,5,Corporate Auto,Corporate L1,Offer3,Web,661.608936,Four-Door Car,Small,A,2
6675,6675,XC16387,Arizona,5040.412436,No,Basic,High School or Below,2011-01-01,Employed,F,46072,Rural,Single,64,0.0,61,0.0,4,Personal Auto,Personal L3,Offer1,Branch,25.934064,Four-Door Car,Medsize,,1
6676,6676,TM68292,California,4564.512659,No,Basic,Master,2011-01-06,Medical Leave,F,12626,Suburban,Single,69,31.0,15,4.0,3,Personal Auto,Personal L2,Offer4,Branch,331.2,Four-Door Car,Small,,1
6677,6677,KW93227,Washington,21892.93859,No,Basic,College,2011-02-11,Employed,M,58149,Suburban,Married,61,5.0,90,0.0,2,Special Auto,Special L1,Offer1,Branch,292.8,Four-Door Car,Small,,2
6678,6678,HP94242,Arizona,5288.173294,No,Basic,Bachelor,2011-01-17,Employed,F,42621,Suburban,Married,66,8.0,3,0.0,3,Personal Auto,Personal L1,Offer2,Call Center,316.8,Four-Door Car,Medsize,,1
6679,6679,VI35467,Nevada,4315.6705,No,Basic,Master,2011-01-25,Employed,F,89797,Rural,Married,106,19.0,8,0.0,1,Personal Auto,Personal L3,Offer2,Web,70.958361,SUV,Small,A,1
6680,6680,JL16084,Arizona,6611.118163,No,Extended,College,2011-01-03,Unemployed,F,0,Suburban,Single,95,15.0,37,0.0,3,Personal Auto,Personal L3,Offer1,Branch,564.302867,Four-Door Car,Medsize,A,1
6681,6681,DU39756,Nevada,4170.687348,Yes,Basic,Master,2011-01-17,Employed,F,29462,Suburban,Single,107,,23,,1,Corporate Auto,Corporate L2,Offer2,Branch,513.6,SUV,Large,A,1
6682,6682,IJ28717,Oregon,32098.32209,No,Basic,College,2011-02-13,Employed,M,31503,Suburban,Married,105,17.0,74,3.0,2,Personal Auto,Personal L2,Offer1,Agent,504.0,SUV,Medsize,A,2
6683,6683,VF10088,Arizona,3410.199334,No,Extended,High School or Below,2011-01-11,Employed,F,59662,Rural,Married,85,6.0,76,0.0,1,Personal Auto,Personal L1,Offer2,Web,10.168824,Four-Door Car,Medsize,A,1
6684,6684,QF21628,California,3095.627124,No,Extended,High School or Below,2011-01-15,Employed,M,53588,Suburban,Married,77,10.0,71,0.0,1,Personal Auto,Personal L3,Offer2,Branch,369.6,Four-Door Car,Medsize,,1
6685,6685,ZS32263,California,3788.649817,No,Extended,High School or Below,2011-02-22,Employed,F,48887,Suburban,Divorced,95,26.0,25,0.0,1,Personal Auto,Personal L1,Offer2,Agent,456.0,Four-Door Car,Medsize,A,2
6686,6686,AH97088,Nevada,7803.503824,No,Extended,High School or Below,2011-01-23,Employed,M,84417,Rural,Divorced,98,5.0,32,0.0,7,Personal Auto,Personal L2,Offer4,Agent,139.714897,Two-Door Car,Medsize,A,1
6687,6687,VH62084,California,13372.32772,No,Basic,High School or Below,2011-02-06,Unemployed,M,0,Suburban,Single,74,18.0,58,0.0,2,Personal Auto,Personal L3,Offer1,Agent,811.086484,Four-Door Car,Medsize,,2
6688,6688,QK18099,Washington,5375.842787,No,Basic,College,2011-01-12,Employed,F,69050,Suburban,Married,67,17.0,38,0.0,3,Personal Auto,Personal L2,Offer3,Web,334.892437,,,,1
